prompt,generation,seed,supervisor,event,percentage
1,1,1001,S_20260806_111544,search_object,17.66743648960739
1,1,1001,S_20260806_111544,move_forward,44.80369515011547
1,1,1001,S_20260806_111544,full_rotate,2.540415704387991
1,1,1001,S_20260806_111544,rotate_clockwise,1.0392609699769053
1,1,1001,S_20260806_111544,move_backward,1.1547344110854503
1,1,1001,S_20260806_111544,claim_red,0.11547344110854503
1,1,1001,S_20260806_111544,approach_object,14.087759815242494
1,1,1001,S_20260806_111544,rotate_counterclockwise,2.3094688221709005
1,1,1001,S_20260806_111544,pick_up_object,0.3464203233256351
1,1,1001,S_20260806_111544,search_zone,3.464203233256351
1,1,1001,S_20260806_111544,approach_zone,11.893764434180138
1,1,1001,S_20260806_111544,drop_object,0.3464203233256351
1,1,1001,S_20260806_111544,claim_blue,0.11547344110854503
1,1,1001,S_20260806_111544,claim_green,0.11547344110854503
1,1,1002,S_20260806_111544,move_forward,44.37367303609342
1,1,1002,S_20260806_111544,search_object,11.464968152866241
1,1,1002,S_20260806_111544,full_rotate,2.335456475583864
1,1,1002,S_20260806_111544,claim_green,0.21231422505307856
1,1,1002,S_20260806_111544,rotate_counterclockwise,1.6985138004246285
1,1,1002,S_20260806_111544,rotate_clockwise,0.8492569002123143
1,1,1002,S_20260806_111544,approach_object,13.163481953290871
1,1,1002,S_20260806_111544,pick_up_object,0.6369426751592356
1,1,1002,S_20260806_111544,move_backward,1.0615711252653928
1,1,1002,S_20260806_111544,search_zone,2.9723991507430996
1,1,1002,S_20260806_111544,approach_zone,20.169851380042463
1,1,1002,S_20260806_111544,drop_object,0.6369426751592356
1,1,1002,S_20260806_111544,claim_blue,0.21231422505307856
1,1,1002,S_20260806_111544,claim_red,0.21231422505307856
1,1,1003,S_20260806_111544,move_forward,49.11717495987159
1,1,1003,S_20260806_111544,search_object,9.470304975922954
1,1,1003,S_20260806_111544,claim_green,0.16051364365971107
1,1,1003,S_20260806_111544,approach_object,15.569823434991974
1,1,1003,S_20260806_111544,move_backward,0.32102728731942215
1,1,1003,S_20260806_111544,pick_up_object,0.48154093097913325
1,1,1003,S_20260806_111544,rotate_clockwise,1.6051364365971108
1,1,1003,S_20260806_111544,full_rotate,2.247191011235955
1,1,1003,S_20260806_111544,search_zone,4.173354735152488
1,1,1003,S_20260806_111544,approach_zone,14.76725521669342
1,1,1003,S_20260806_111544,drop_object,0.48154093097913325
1,1,1003,S_20260806_111544,claim_blue,0.16051364365971107
1,1,1003,S_20260806_111544,rotate_counterclockwise,1.2841091492776886
1,1,1003,S_20260806_111544,claim_red,0.16051364365971107
1,1,1004,S_20260806_111544,move_forward,46.15384615384615
1,1,1004,S_20260806_111544,search_object,8.424908424908425
1,1,1004,S_20260806_111544,claim_green,0.18315018315018314
1,1,1004,S_20260806_111544,approach_object,23.076923076923077
1,1,1004,S_20260806_111544,pick_up_object,0.5494505494505495
1,1,1004,S_20260806_111544,move_backward,0.5494505494505495
1,1,1004,S_20260806_111544,full_rotate,0.9157509157509157
1,1,1004,S_20260806_111544,search_zone,1.6483516483516483
1,1,1004,S_20260806_111544,approach_zone,16.483516483516482
1,1,1004,S_20260806_111544,drop_object,0.5494505494505495
1,1,1004,S_20260806_111544,claim_red,0.18315018315018314
1,1,1004,S_20260806_111544,rotate_clockwise,0.7326007326007326
1,1,1004,S_20260806_111544,claim_blue,0.18315018315018314
1,1,1004,S_20260806_111544,rotate_counterclockwise,0.3663003663003663
1,1,1005,S_20260806_111544,move_forward,47.27435210008937
1,1,1005,S_20260806_111544,search_object,16.0857908847185
1,1,1005,S_20260806_111544,claim_green,0.08936550491510277
1,1,1005,S_20260806_111544,approach_object,17.42627345844504
1,1,1005,S_20260806_111544,full_rotate,3.485254691689008
1,1,1005,S_20260806_111544,rotate_counterclockwise,2.59159964253798
1,1,1005,S_20260806_111544,move_backward,0.8042895442359249
1,1,1005,S_20260806_111544,rotate_clockwise,3.038427167113494
1,1,1005,S_20260806_111544,pick_up_object,0.2680965147453083
1,1,1005,S_20260806_111544,approach_zone,7.327971403038427
1,1,1005,S_20260806_111544,drop_object,0.2680965147453083
1,1,1005,S_20260806_111544,claim_red,0.08936550491510277
1,1,1005,S_20260806_111544,claim_blue,0.08936550491510277
1,1,1005,S_20260806_111544,search_zone,1.161751563896336
2,1,1001,S_20260807_104450,move_forward,43.347639484978544
2,1,1001,S_20260807_104450,search_object,7.582260371959943
2,1,1001,S_20260807_104450,full_rotate,2.1459227467811157
2,1,1001,S_20260807_104450,move_backward,0.7153075822603719
2,1,1001,S_20260807_104450,claim_red,0.1430615164520744
2,1,1001,S_20260807_104450,approach_object,18.88412017167382
2,1,1001,S_20260807_104450,rotate_counterclockwise,1.5736766809728182
2,1,1001,S_20260807_104450,rotate_clockwise,2.575107296137339
2,1,1001,S_20260807_104450,pick_up_object,0.4291845493562232
2,1,1001,S_20260807_104450,approach_zone,16.02288984263233
2,1,1001,S_20260807_104450,drop_object,0.4291845493562232
2,1,1001,S_20260807_104450,claim_blue,0.1430615164520744
2,1,1001,S_20260807_104450,search_zone,5.86552217453505
2,1,1001,S_20260807_104450,claim_green,0.1430615164520744
2,1,1002,S_20260807_104450,search_object,6.432748538011696
2,1,1002,S_20260807_104450,move_forward,45.419103313840154
2,1,1002,S_20260807_104450,full_rotate,3.1189083820662766
2,1,1002,S_20260807_104450,claim_green,0.1949317738791423
2,1,1002,S_20260807_104450,approach_object,10.721247563352826
2,1,1002,S_20260807_104450,rotate_clockwise,1.949317738791423
2,1,1002,S_20260807_104450,move_backward,2.9239766081871346
2,1,1002,S_20260807_104450,rotate_counterclockwise,4.093567251461988
2,1,1002,S_20260807_104450,pick_up_object,0.5847953216374269
2,1,1002,S_20260807_104450,search_zone,3.313840155945419
2,1,1002,S_20260807_104450,approach_zone,20.2729044834308
2,1,1002,S_20260807_104450,drop_object,0.5847953216374269
2,1,1002,S_20260807_104450,claim_blue,0.1949317738791423
2,1,1002,S_20260807_104450,claim_red,0.1949317738791423
2,1,1003,S_20260807_104450,search_object,11.971830985915492
2,1,1003,S_20260807_104450,move_forward,47.7112676056338
2,1,1003,S_20260807_104450,claim_green,0.176056338028169
2,1,1003,S_20260807_104450,approach_object,15.845070422535212
2,1,1003,S_20260807_104450,move_backward,0.528169014084507
2,1,1003,S_20260807_104450,rotate_counterclockwise,1.056338028169014
