prompt,generation,seed,supervisor,event,percentage
1,1,1001,S_20260830_150648,move_forward,85.95505617977528
1,1,1001,S_20260830_150648,rotate_clockwise,6.774619960343688
1,1,1001,S_20260830_150648,rotate_counterclockwise,7.270323859881031
1,1,1002,S_20260830_150648,move_forward,85.46213093709885
1,1,1002,S_20260830_150648,rotate_clockwise,8.408215661103979
1,1,1002,S_20260830_150648,rotate_counterclockwise,6.129653401797176
1,1,1003,S_20260830_150648,move_forward,87.00290979631426
1,1,1003,S_20260830_150648,rotate_clockwise,8.858713223407694
1,1,1003,S_20260830_150648,rotate_counterclockwise,4.138376980278047
1,1,1004,S_20260830_150648,move_forward,85.27868852459017
1,1,1004,S_20260830_150648,rotate_counterclockwise,8.852459016393443
1,1,1004,S_20260830_150648,rotate_clockwise,5.868852459016393
1,1,1005,S_20260830_150648,move_forward,84.9548969072165
1,1,1005,S_20260830_150648,rotate_counterclockwise,8.6340206185567
1,1,1005,S_20260830_150648,rotate_clockwise,6.411082474226804
1,2,1001,S_20260830_150706,move_forward,86.14536015574302
1,2,1001,S_20260830_150706,rotate_counterclockwise,9.928617780661908
1,2,1001,S_20260830_150706,rotate_clockwise,3.926022063595068
1,2,1002,S_20260830_150706,move_forward,86.48998060762767
1,2,1002,S_20260830_150706,rotate_clockwise,10.116354234001292
1,2,1002,S_20260830_150706,rotate_counterclockwise,3.3936651583710407
1,2,1003,S_20260830_150706,move_forward,86.14536015574302
1,2,1003,S_20260830_150706,rotate_counterclockwise,5.094094743672939
1,2,1003,S_20260830_150706,rotate_clockwise,8.760545100584036
1,2,1004,S_20260830_150706,move_forward,83.53558543784847
1,2,1004,S_20260830_150706,rotate_counterclockwise,7.740242702525419
1,2,1004,S_20260830_150706,rotate_clockwise,8.724171859626107
1,2,1005,S_20260830_150706,move_forward,87.998712998713
1,2,1005,S_20260830_150706,rotate_counterclockwise,8.236808236808237
1,2,1005,S_20260830_150706,rotate_clockwise,3.7644787644787643
1,3,1001,S_20260830_150716,move_forward,86.56572164948453
1,3,1001,S_20260830_150716,rotate_clockwise,5.798969072164948
1,3,1001,S_20260830_150716,rotate_counterclockwise,7.635309278350515
1,3,1002,S_20260830_150716,move_forward,85.30175210902011
1,3,1002,S_20260830_150716,rotate_clockwise,8.760545100584036
1,3,1002,S_20260830_150716,rotate_counterclockwise,5.937702790395847
1,3,1003,S_20260830_150716,move_forward,85.7801184990125
1,3,1003,S_20260830_150716,rotate_clockwise,8.854509545753785
1,3,1003,S_20260830_150716,rotate_counterclockwise,5.365371955233706
1,3,1004,S_20260830_150716,move_forward,84.1951219512195
1,3,1004,S_20260830_150716,rotate_counterclockwise,9.268292682926829
1,3,1004,S_20260830_150716,rotate_clockwise,6.536585365853658
1,3,1005,S_20260830_150716,move_forward,88.60555196901227
1,3,1005,S_20260830_150716,rotate_counterclockwise,10.296965784377017
1,3,1005,S_20260830_150716,rotate_clockwise,1.0974822466107166
2,1,1001,S_20260830_150728,move_forward,83.93151135989463
2,1,1001,S_20260830_150728,rotate_counterclockwise,8.758643398090221
2,1,1001,S_20260830_150728,rotate_clockwise,7.309845242015147
2,1,1002,S_20260830_150728,move_forward,86.01804123711341
2,1,1002,S_20260830_150728,rotate_clockwise,4.123711340206185
2,1,1002,S_20260830_150728,rotate_counterclockwise,9.858247422680412
2,1,1003,S_20260830_150728,move_forward,88.35772357723577
2,1,1003,S_20260830_150728,rotate_counterclockwise,1.2032520325203253
2,1,1003,S_20260830_150728,rotate_clockwise,10.439024390243903
2,1,1004,S_20260830_150728,move_forward,84.43152454780362
2,1,1004,S_20260830_150728,rotate_counterclockwise,9.819121447028424
2,1,1004,S_20260830_150728,rotate_clockwise,5.749354005167959
2,1,1005,S_20260830_150728,move_forward,88.20678513731825
2,1,1005,S_20260830_150728,rotate_counterclockwise,8.40064620355412
2,1,1005,S_20260830_150728,rotate_clockwise,3.392568659127625
2,2,1001,S_20260830_150744,move_forward,87.8167641325536
2,2,1001,S_20260830_150744,rotate_counterclockwise,4.061078622482131
2,2,1001,S_20260830_150744,rotate_clockwise,8.122157244964262
2,2,1002,S_20260830_150744,move_forward,83.96443859071452
2,2,1002,S_20260830_150744,rotate_clockwise,9.77938755350675
2,2,1002,S_20260830_150744,rotate_counterclockwise,6.256173855778729
2,2,1003,S_20260830_150744,move_forward,88.41522941750732
2,2,1003,S_20260830_150744,rotate_counterclockwise,0.48812235600390497
2,2,1003,S_20260830_150744,rotate_clockwise,11.096648226488773
2,2,1004,S_20260830_150744,move_forward,83.10276679841897
2,2,1004,S_20260830_150744,rotate_clockwise,8.926218708827404
2,2,1004,S_20260830_150744,rotate_counterclockwise,7.971014492753623
2,2,1005,S_20260830_150744,move_forward,88.52353320438426
2,2,1005,S_20260830_150744,rotate_counterclockwise,3.5460992907801416
2,2,1005,S_20260830_150744,rotate_clockwise,7.93036750483559
2,3,1001,S_20260830_150756,move_forward,85.46341463414635
2,3,1001,S_20260830_150756,rotate_counterclockwise,8.357723577235772
2,3,1001,S_20260830_150756,rotate_clockwise,6.178861788617886
2,3,1002,S_20260830_150756,move_forward,84.92037699057524
2,3,1002,S_20260830_150756,rotate_clockwise,4.9073773155671105
