prompt,generation,collision_control,seed,supervisor,event,percentage
1,1,with_fixed_spec,1001,S_20260912_231449,search_object,19.039896204995134
1,1,with_fixed_spec,1001,S_20260912_231449,move_forward,45.08595523840415
1,1,with_fixed_spec,1001,S_20260912_231449,rotate_clockwise,2.2705157314304247
1,1,with_fixed_spec,1001,S_20260912_231449,u_turn,3.9571845604930265
1,1,with_fixed_spec,1001,S_20260912_231449,rotate_counterclockwise,2.4651313655530327
1,1,with_fixed_spec,1001,S_20260912_231449,approach_object,5.578981511514758
1,1,with_fixed_spec,1001,S_20260912_231449,move_backward,0.5838469023678236
1,1,with_fixed_spec,1001,S_20260912_231449,pick_up_object,0.19461563412260785
1,1,with_fixed_spec,1001,S_20260912_231449,approach_color,11.125527084009082
1,1,with_fixed_spec,1001,S_20260912_231449,drop_object,0.19461563412260785
1,1,with_fixed_spec,1001,S_20260912_231449,drop_zone_red,0.09730781706130393
1,1,with_fixed_spec,1001,S_20260912_231449,search_color,9.309114498864743
1,1,with_fixed_spec,1001,S_20260912_231449,drop_zone_blue,0.09730781706130393
1,1,with_fixed_spec,1002,S_20260912_231449,move_forward,69.34367791989935
1,1,with_fixed_spec,1002,S_20260912_231449,search_object,2.5581882994338434
1,1,with_fixed_spec,1002,S_20260912_231449,pick_up_object,0.0838750262109457
1,1,with_fixed_spec,1002,S_20260912_231449,u_turn,4.738938980918432
1,1,with_fixed_spec,1002,S_20260912_231449,approach_color,5.766408052002516
1,1,with_fixed_spec,1002,S_20260912_231449,search_color,11.931222478507024
1,1,with_fixed_spec,1002,S_20260912_231449,move_backward,0.48228140071293774
1,1,with_fixed_spec,1002,S_20260912_231449,drop_object,0.06290626965820927
1,1,with_fixed_spec,1002,S_20260912_231449,rotate_clockwise,1.8662193331935417
1,1,with_fixed_spec,1002,S_20260912_231449,rotate_counterclockwise,2.830782134619417
1,1,with_fixed_spec,1002,S_20260912_231449,drop_zone_blue,0.020968756552736424
1,1,with_fixed_spec,1002,S_20260912_231449,approach_object,0.31453134829104634
1,1,with_fixed_spec,1003,S_20260912_231449,move_forward,54.23997185080929
1,1,with_fixed_spec,1003,S_20260912_231449,search_object,21.252638986629133
1,1,with_fixed_spec,1003,S_20260912_231449,pick_up_object,0.1055594651653765
1,1,with_fixed_spec,1003,S_20260912_231449,search_color,9.04292751583392
1,1,with_fixed_spec,1003,S_20260912_231449,u_turn,3.2723434201266715
1,1,with_fixed_spec,1003,S_20260912_231449,rotate_clockwise,0.9676284306826178
1,1,with_fixed_spec,1003,S_20260912_231449,rotate_counterclockwise,2.8501055594651654
1,1,with_fixed_spec,1003,S_20260912_231449,approach_color,6.456720619282196
1,1,with_fixed_spec,1003,S_20260912_231449,drop_object,0.1055594651653765
1,1,with_fixed_spec,1003,S_20260912_231449,drop_zone_red,0.05277973258268825
1,1,with_fixed_spec,1003,S_20260912_231449,drop_zone_blue,0.05277973258268825
1,1,with_fixed_spec,1003,S_20260912_231449,move_backward,0.3342716396903589
1,1,with_fixed_spec,1003,S_20260912_231449,approach_object,1.266713581984518
1,1,with_fixed_spec,1004,S_20260912_231449,move_forward,45.17286366601435
1,1,with_fixed_spec,1004,S_20260912_231449,search_object,15.296803652968036
1,1,with_fixed_spec,1004,S_20260912_231449,approach_object,2.707110241356817
1,1,with_fixed_spec,1004,S_20260912_231449,pick_up_object,0.19569471624266144
1,1,with_fixed_spec,1004,S_20260912_231449,search_color,11.121983039791258
1,1,with_fixed_spec,1004,S_20260912_231449,approach_color,14.579256360078277
1,1,with_fixed_spec,1004,S_20260912_231449,rotate_clockwise,2.1200260926288323
1,1,with_fixed_spec,1004,S_20260912_231449,u_turn,4.46836268754077
1,1,with_fixed_spec,1004,S_20260912_231449,rotate_counterclockwise,2.935420743639922
1,1,with_fixed_spec,1004,S_20260912_231449,move_backward,1.0110893672537509
1,1,with_fixed_spec,1004,S_20260912_231449,drop_object,0.19569471624266144
1,1,with_fixed_spec,1004,S_20260912_231449,drop_zone_red,0.09784735812133072
1,1,with_fixed_spec,1004,S_20260912_231449,drop_zone_blue,0.09784735812133072
1,1,with_fixed_spec,1005,S_20260912_231449,move_forward,52.119883040935676
1,1,with_fixed_spec,1005,S_20260912_231449,search_object,20.010964912280702
1,1,with_fixed_spec,1005,S_20260912_231449,approach_object,2.814327485380117
1,1,with_fixed_spec,1005,S_20260912_231449,u_turn,4.678362573099415
1,1,with_fixed_spec,1005,S_20260912_231449,rotate_counterclockwise,3.746345029239766
1,1,with_fixed_spec,1005,S_20260912_231449,pick_up_object,0.10964912280701754
1,1,with_fixed_spec,1005,S_20260912_231449,search_color,8.278508771929825
1,1,with_fixed_spec,1005,S_20260912_231449,rotate_clockwise,2.010233918128655
1,1,with_fixed_spec,1005,S_20260912_231449,approach_color,5.37280701754386
1,1,with_fixed_spec,1005,S_20260912_231449,move_backward,0.6761695906432749
1,1,with_fixed_spec,1005,S_20260912_231449,drop_object,0.09137426900584796
1,1,with_fixed_spec,1005,S_20260912_231449,drop_zone_red,0.05482456140350877
1,1,with_fixed_spec,1005,S_20260912_231449,drop_zone_blue,0.03654970760233918
1,1,with_fixed_spec,1006,S_20260912_231449,move_forward,53.70946246112839
1,1,with_fixed_spec,1006,S_20260912_231449,search_object,19.369169258107508
1,1,with_fixed_spec,1006,S_20260912_231449,pick_up_object,0.2665482007996446
1,1,with_fixed_spec,1006,S_20260912_231449,search_color,4.309195912927588
1,1,with_fixed_spec,1006,S_20260912_231449,u_turn,5.775211017325633
1,1,with_fixed_spec,1006,S_20260912_231449,rotate_clockwise,2.221235006663705
1,1,with_fixed_spec,1006,S_20260912_231449,rotate_counterclockwise,3.8649489115948468
1,1,with_fixed_spec,1006,S_20260912_231449,move_backward,0.8884940026654821
1,1,with_fixed_spec,1006,S_20260912_231449,approach_color,7.063527321190582
1,1,with_fixed_spec,1006,S_20260912_231449,drop_object,0.2665482007996446
1,1,with_fixed_spec,1006,S_20260912_231449,drop_zone_blue,0.1332741003998223
1,1,with_fixed_spec,1006,S_20260912_231449,approach_object,1.9991115059973346
1,1,with_fixed_spec,1006,S_20260912_231449,drop_zone_red,0.1332741003998223
1,1,with_fixed_spec,1007,S_20260912_231449,search_object,27.000379218809254
1,1,with_fixed_spec,1007,S_20260912_231449,move_forward,48.57792946530148
1,1,with_fixed_spec,1007,S_20260912_231449,approach_object,1.8581721653394008
1,1,with_fixed_spec,1007,S_20260912_231449,pick_up_object,0.11376564277588168
1,1,with_fixed_spec,1007,S_20260912_231449,search_color,6.408797876374668
1,1,with_fixed_spec,1007,S_20260912_231449,u_turn,2.3890784982935154
1,1,with_fixed_spec,1007,S_20260912_231449,rotate_counterclockwise,1.2135001896094046
1,1,with_fixed_spec,1007,S_20260912_231449,rotate_clockwise,0.8722032612817596
1,1,with_fixed_spec,1007,S_20260912_231449,approach_color,11.073189230185816
1,1,with_fixed_spec,1007,S_20260912_231449,drop_object,0.11376564277588168
1,1,with_fixed_spec,1007,S_20260912_231449,drop_zone_blue,0.05688282138794084
1,1,with_fixed_spec,1007,S_20260912_231449,move_backward,0.26545316647705725
1,1,with_fixed_spec,1007,S_20260912_231449,drop_zone_red,0.05688282138794084
1,1,with_fixed_spec,1008,S_20260912_231449,move_forward,46.38644293071939
1,1,with_fixed_spec,1008,S_20260912_231449,search_object,24.38943346070776
1,1,with_fixed_spec,1008,S_20260912_231449,approach_object,0.5981059976740323
1,1,with_fixed_spec,1008,S_20260912_231449,pick_up_object,0.09968433294567204
1,1,with_fixed_spec,1008,S_20260912_231449,search_color,13.93919255690314
1,1,with_fixed_spec,1008,S_20260912_231449,move_backward,0.3322811098189068
1,1,with_fixed_spec,1008,S_20260912_231449,rotate_clockwise,0.8140887190563216
1,1,with_fixed_spec,1008,S_20260912_231449,drop_object,0.0830702774547267
1,1,with_fixed_spec,1008,S_20260912_231449,drop_zone_red,0.03322811098189068
1,1,with_fixed_spec,1008,S_20260912_231449,rotate_counterclockwise,2.4588802126599103
1,1,with_fixed_spec,1008,S_20260912_231449,u_turn,3.555407875062303
1,1,with_fixed_spec,1008,S_20260912_231449,approach_color,7.260342249543114
